time,mod,event
5.359999895095825,-10937676,breathing
5.400000095367432,-11846729,breathing
5.440000057220459,-12247161,breathing
5.480000019073486,-12858992,breathing
5.519999980926514,-11740560,breathing
5.559999942779541,-10487402,breathing
5.599999904632568,-9491086,breathing
5.640000104904175,-9187955,breathing
5.680000066757202,-8928356,breathing
5.7200000286102295,-8447007,breathing
5.759999990463257,-8438570,breathing
5.799999952316284,-8208770,breathing
5.8399999141693115,-7942967,breathing
5.880000114440918,-7793741,breathing
5.920000076293945,-7798634,breathing
5.960000038146973,-8071057,breathing
6.0,-8315750,breathing
6.039999961853027,-8983647,breathing
6.079999923706055,-9516644,breathing
6.119999885559082,-9775130,breathing
6.1600000858306885,-10278466,breathing
6.200000047683716,-10369355,breathing
6.240000009536743,-10669933,breathing
6.2799999713897705,-10500750,breathing
6.319999933242798,-9846636,breathing
6.359999895095825,-7860352,breathing
6.400000095367432,-7412631,breathing
6.440000057220459,-7366182,breathing
6.480000019073486,-7410136,breathing
6.519999980926514,-7410136,breathing
6.559999942779541,-10597505,breathing
6.599999904632568,-12838112,breathing
6.640000104904175,-12838112,breathing
6.680000066757202,-13748362,breathing
6.7200000286102295,-14583943,breathing
6.759999990463257,-13993917,breathing
6.799999952316284,-13095339,breathing
6.8399999141693115,-13389786,breathing
6.880000114440918,-13389786,breathing
6.920000076293945,-13389786,breathing
6.960000038146973,-13389786,breathing
7.0,2988668,breathing
7.039999961853027,14088036,breathing
7.079999923706055,6501620,breathing
7.119999885559082,8790592,breathing
7.1600000858306885,11218538,breathing
7.200000047683716,11946837,breathing
7.240000009536743,9291783,breathing
7.2799999713897705,9437149,breathing
7.319999933242798,8828113,breathing
7.359999895095825,8828113,breathing
7.400000095367432,3729944,breathing
7.440000057220459,3729944,breathing
7.480000019073486,3682838,breathing
7.519999980926514,3872626,breathing
7.559999942779541,7270483,breathing
7.599999904632568,10604157,breathing
7.640000104904175,8964645,breathing
7.680000066757202,8964645,breathing
7.7200000286102295,8440348,breathing
7.759999990463257,8596307,breathing
7.799999952316284,8985955,breathing
7.8399999141693115,9107678,breathing
7.880000114440918,10861091,breathing
7.920000076293945,11600698,breathing
7.960000038146973,11330785,breathing
8.0,11315702,breathing
8.039999961853027,11184666,breathing
8.079999923706055,10809593,breathing
8.119999885559082,10597187,breathing
8.160000085830688,10803450,breathing
8.200000047683716,11066115,breathing
8.240000009536743,11207215,breathing
8.27999997138977,11329505,breathing
8.319999933242798,11581493,breathing
8.359999895095825,11775236,breathing
8.400000095367432,12625940,breathing
8.440000057220459,12757037,breathing
8.480000019073486,12240936,breathing
8.519999980926514,12122174,breathing
8.559999942779541,11512873,breathing
8.599999904632568,12162288,breathing
8.640000104904175,12440277,breathing
8.680000066757202,12439111,breathing
8.72000002861023,11664183,breathing
8.759999990463257,10617665,breathing
8.799999952316284,10012711,breathing
8.839999914169312,9936846,breathing
8.880000114440918,10409270,breathing
8.920000076293945,9749208,breathing
8.960000038146973,9749208,breathing
9.0,9033469,breathing
9.039999961853027,8183849,breathing
9.079999923706055,7722199,breathing
9.119999885559082,8780311,breathing
9.160000085830688,9480913,breathing
9.200000047683716,8628971,breathing
9.240000009536743,8830669,breathing
9.27999997138977,9808082,breathing
9.319999933242798,10078196,breathing
9.359999895095825,9799642,breathing
9.400000095367432,9762294,breathing
9.440000057220459,9503696,breathing
9.480000019073486,9107460,breathing
9.519999980926514,9430826,breathing
9.559999942779541,9144567,breathing
9.599999904632568,8759368,breathing
9.640000104904175,8893397,breathing
9.680000066757202,9305663,breathing
9.72000002861023,9277400,breathing
9.759999990463257,9149728,breathing
9.799999952316284,9083122,breathing
9.839999914169312,8647964,breathing
9.880000114440918,8822848,breathing
9.920000076293945,8947153,breathing
9.960000038146973,8908610,breathing
10.0,9086217,breathing
10.039999961853027,9215235,breathing
10.079999923706055,9081305,breathing
10.119999885559082,8841169,breathing
10.160000085830688,8445196,breathing
10.200000047683716,8445196,breathing
10.240000009536743,8446287,breathing
10.27999997138977,8509687,breathing
10.319999933242798,8781548,breathing
10.359999895095825,9083401,breathing
10.400000095367432,9040600,breathing
10.440000057220459,8576529,breathing
10.480000019073486,8511503,breathing
10.519999980926514,8511503,breathing
10.559999942779541,8974127,breathing
10.599999904632568,8971529,breathing
10.640000104904175,8569650,breathing
10.680000066757202,8826677,breathing
10.72000002861023,8969263,breathing
10.759999990463257,9357345,breathing
10.799999952316284,9870545,breathing
10.839999914169312,10129627,breathing
10.880000114440918,10275651,breathing
10.920000076293945,10258667,breathing
10.960000038146973,10147277,breathing
11.0,10223675,breathing
11.039999961853027,10217214,breathing
11.079999923706055,10192438,breathing
11.119999885559082,10072086,breathing
11.160000085830688,10019071,breathing
11.200000047683716,9936882,breathing
11.240000009536743,9341973,breathing
11.27999997138977,9217752,breathing
11.319999933242798,8972025,breathing
11.359999895095825,8759065,breathing
11.400000095367432,9103858,breathing
11.440000057220459,9568839,breathing
11.480000019073486,9865237,breathing
11.519999980926514,9821948,breathing
11.559999942779541,9805044,breathing
11.599999904632568,9619441,breathing
11.640000104904175,9623822,breathing
11.680000066757202,9545516,breathing
11.72000002861023,9424607,breathing
11.759999990463257,9484798,breathing
11.799999952316284,9303047,breathing
11.839999914169312,9162484,breathing
11.880000114440918,9085734,breathing
11.920000076293945,8965102,breathing
12.960000038146973,9035306,breathing
12.0,9078549,breathing
12.039999961853027,9091910,breathing
12.079999923706055,9085718,breathing
12.119999885559082,9038870,breathing
12.160000085830688,9148924,breathing
12.200000047683716,9160933,breathing
12.240000009536743,9220597,breathing
12.27999997138977,9298502,breathing
12.319999933242798,9173237,breathing
12.359999895095825,9090604,breathing
12.400000095367432,8967178,breathing
12.440000057220459,8960728,breathing
12.480000019073486,9039360,breathing
12.519999980926514,9235941,breathing
12.559999942779541,9295930,breathing
12.599999904632568,9428455,breathing
12.640000104904175,9631223,breathing
12.680000066757202,9822260,breathing
12.72000002861023,10027286,breathing
12.759999990463257,10212607,breathing
12.799999952316284,10262564,breathing
12.839999914169312,10332202,breathing
12.880000114440918,10416681,breathing
12.920000076293945,10522681,breathing
12.960000038146973,10399486,breathing
13.0,10271440,breathing
13.039999961853027,10203204,breathing
13.079999923706055,10130230,breathing
13.119999885559082,10141750,breathing
13.160000085830688,10132712,breathing
13.200000047683716,9949916,breathing
13.240000009536743,9826586,breathing
13.27999997138977,9755156,breathing
13.319999933242798,9812205,breathing
13.359999895095825,9830863,breathing
13.400000095367432,9888023,breathing
13.440000057220459,9765859,breathing
13.480000019073486,9807594,breathing
13.519999980926514,9818931,breathing
13.559999942779541,9885178,breathing
13.599999904632568,9892610,breathing
13.640000104904175,9955860,breathing
13.680000066757202,9881561,breathing
13.72000002861023,9825503,breathing
13.759999990463257,9738282,breathing
13.799999952316284,9742560,breathing
13.839999914169312,9614850,breathing
13.880000114440918,9472736,breathing
13.920000076293945,9228554,breathing
13.960000038146973,9106476,breathing
14.0,9029946,breathing
14.039999961853027,8896824,breathing
14.079999923706055,8898107,breathing
14.119999885559082,8907011,breathing
14.160000085830688,8964647,breathing
14.200000047683716,8947689,breathing
14.240000009536743,8956928,breathing
14.27999997138977,8966193,breathing
14.319999933242798,8892642,breathing
14.359999895095825,8889345,breathing
14.400000095367432,8777207,breathing
14.440000057220459,8716255,breathing
14.480000019073486,8649027,breathing
14.519999980926514,8637674,breathing
14.559999942779541,8568591,breathing
14.599999904632568,8516057,breathing
14.640000104904175,8433617,breathing
14.680000066757202,8433617,breathing
14.72000002861023,8444583,breathing
14.759999990463257,8449225,breathing
14.799999952316284,8428943,breathing
14.839999914169312,8444816,breathing
14.880000114440918,8368806,breathing
14.920000076293945,8294765,breathing
14.960000038146973,8250598,breathing
15.0,8185761,breathing
15.039999961853027,8179852,breathing
15.079999923706055,8118463,breathing
15.119999885559082,8107420,breathing
15.160000085830688,7986586,breathing
15.200000047683716,8040308,breathing
15.240000009536743,7992427,breathing
15.27999997138977,7907194,breathing
15.319999933242798,7920002,breathing
15.359999895095825,7966939,breathing
15.400000095367432,8050105,breathing
15.440000057220459,8056471,breathing
15.480000019073486,8172731,breathing
15.519999980926514,8245177,breathing
15.559999942779541,8375217,breathing
15.599999904632568,8429370,breathing
15.640000104904175,8519671,breathing
15.680000066757202,8699654,breathing
15.72000002861023,8782129,breathing
15.759999990463257,8842315,breathing
15.799999952316284,8891869,breathing
15.839999914169312,9025270,breathing
15.880000114440918,9080348,breathing
15.920000076293945,9163801,breathing
16.960000038146973,9152040,breathing
16.0,9282362,breathing
16.039999961853027,9354254,breathing
16.079999923706055,9412939,breathing
16.119999885559082,9483818,breathing
16.16000008583069,9538883,breathing
16.200000047683716,9607206,breathing
16.240000009536743,9627603,breathing
16.27999997138977,9624905,breathing
16.319999933242798,9633310,breathing
16.359999895095825,9565670,breathing
16.40000009536743,9493269,breathing
16.44000005722046,9432114,breathing
16.480000019073486,9495042,breathing
16.519999980926514,9609744,breathing
16.55999994277954,9560037,breathing
16.59999990463257,9625611,breathing
16.640000104904175,9696310,breathing
16.680000066757202,9753383,breathing
16.72000002861023,9757955,breathing
16.759999990463257,9824028,breathing
16.799999952316284,9819616,breathing
16.83999991416931,9813027,breathing
16.880000114440918,9752076,breathing
16.920000076293945,9682687,breathing
17.960000038146973,9361950,breathing
17.0,9034255,breathing
17.039999961853027,9018426,breathing
17.079999923706055,9156650,breathing
17.119999885559082,9151206,breathing
17.16000008583069,9164557,breathing
17.200000047683716,9301213,breathing
17.240000009536743,9429253,breathing
17.27999997138977,9427698,breathing
17.319999933242798,9690184,breathing
17.359999895095825,9736492,breathing
17.40000009536743,9828598,breathing
17.44000005722046,9821202,breathing
17.480000019073486,9817084,breathing
17.519999980926514,9828888,breathing
17.55999994277954,9867500,breathing
17.59999990463257,9884661,breathing
17.640000104904175,9942492,breathing
17.680000066757202,9868299,breathing
17.72000002861023,9765366,breathing
17.759999990463257,9744200,breathing
17.799999952316284,9545271,breathing
17.83999991416931,9435383,breathing
17.880000114440918,9416458,breathing
17.920000076293945,9304061,breathing
17.960000038146973,9228315,breathing
18.0,9291534,breathing
18.039999961853027,9352968,breathing
18.079999923706055,9341935,breathing
18.119999885559082,9285842,breathing
18.16000008583069,9157389,breathing
18.200000047683716,9099987,breathing
18.240000009536743,9083899,breathing
18.27999997138977,9042201,breathing
18.319999933242798,8902914,breathing
18.359999895095825,8823104,breathing
18.40000009536743,8770343,breathing
18.44000005722046,8707636,breathing
18.480000019073486,8645402,breathing
18.519999980926514,8580932,breathing
18.55999994277954,8491064,breathing
18.59999990463257,8496407,breathing
18.640000104904175,8497165,breathing
18.680000066757202,8437319,breathing
18.72000002861023,8437319,breathing
18.759999990463257,8375346,breathing
18.799999952316284,8307560,breathing
18.83999991416931,8309082,breathing
18.880000114440918,8304492,breathing
18.920000076293945,8309027,breathing
18.960000038146973,8319499,breathing
19.0,8366207,breathing
19.039999961853027,8372548,breathing
19.079999923706055,8318061,breathing
19.119999885559082,8323617,breathing
19.16000008583069,8451704,breathing
19.200000047683716,8391793,breathing
19.240000009536743,8447010,breathing
19.27999997138977,8439534,breathing
19.319999933242798,8628460,breathing
19.359999895095825,8716023,breathing
19.40000009536743,8837867,breathing
19.44000005722046,8908027,breathing
19.480000019073486,8974402,breathing
19.519999980926514,9039918,breathing
19.55999994277954,9173495,breathing
19.59999990463257,9275944,breathing
19.640000104904175,9364023,breathing
19.680000066757202,9423686,breathing
19.72000002861023,9564167,breathing
19.759999990463257,9610727,breathing
19.799999952316284,9686807,breathing
19.83999991416931,9680963,breathing
19.880000114440918,9764306,breathing
19.920000076293945,9806921,breathing
20.960000038146973,9932338,breathing
20.0,9932091,breathing
20.039999961853027,10000369,breathing
20.079999923706055,10066380,breathing
20.119999885559082,10081598,breathing
20.16000008583069,10076177,breathing
20.200000047683716,10073295,breathing
20.240000009536743,10072090,breathing
20.27999997138977,10135334,breathing
20.319999933242798,10144731,breathing
20.359999895095825,10151643,breathing
20.40000009536743,10147317,breathing
20.44000005722046,10199511,breathing
20.480000019073486,10148301,breathing
20.519999980926514,10195449,breathing
20.55999994277954,10156838,breathing
20.59999990463257,10027770,breathing
20.640000104904175,9956930,breathing
20.680000066757202,10084319,breathing
20.72000002861023,10087927,breathing
20.759999990463257,10067783,breathing
20.799999952316284,10082108,breathing
20.83999991416931,10158879,breathing
20.880000114440918,10081841,breathing
20.920000076293945,10073082,breathing
21.960000038146973,10063567,breathing
21.0,10012463,breathing
21.039999961853027,9896495,breathing
21.079999923706055,9896961,breathing
21.119999885559082,9874731,breathing
21.16000008583069,9765396,breathing
21.200000047683716,9695467,breathing
21.240000009536743,9616938,breathing
21.27999997138977,9558583,breathing
21.319999933242798,9478447,breathing
21.359999895095825,9413954,breathing
21.40000009536743,9296710,breathing
21.44000005722046,9171018,breathing
21.480000019073486,9151451,breathing
21.519999980926514,9086009,breathing
21.55999994277954,8971798,breathing
21.59999990463257,8956702,breathing
21.640000104904175,8966128,breathing
21.680000066757202,8902167,breathing
21.72000002861023,8889320,breathing
21.759999990463257,8833844,breathing
21.799999952316284,8770510,breathing
21.83999991416931,8759604,breathing
21.880000114440918,8690943,breathing
21.920000076293945,8648773,breathing
21.960000038146973,8686606,breathing
22.0,8628499,breathing
22.039999961853027,8622585,breathing
22.079999923706055,8557033,breathing
22.119999885559082,8520238,breathing
22.16000008583069,8494072,breathing
22.200000047683716,8494072,breathing
22.240000009536743,8477977,breathing
22.27999997138977,8424252,breathing
22.319999933242798,8424252,breathing
22.359999895095825,8417930,breathing
22.40000009536743,8475425,breathing
22.44000005722046,8425761,breathing
22.480000019073486,8434498,breathing
22.519999980926514,8426259,breathing
22.55999994277954,8435262,breathing
22.59999990463257,8433653,breathing
22.640000104904175,8446991,breathing
22.680000066757202,8516898,breathing
22.72000002861023,8565237,breathing
22.759999990463257,8647123,breathing
22.799999952316284,8750650,breathing
22.83999991416931,8817139,breathing
22.880000114440918,8834539,breathing
22.920000076293945,9012686,breathing
22.960000038146973,9031167,breathing
23.0,9031923,breathing
23.039999961853027,9037834,breathing
23.079999923706055,9231373,breathing
23.119999885559082,9240533,breathing
23.16000008583069,9296708,breathing
23.200000047683716,9372217,breathing
23.240000009536743,9490124,breathing
23.27999997138977,9549270,breathing
23.319999933242798,9621973,breathing
23.359999895095825,9679886,breathing
23.40000009536743,9696806,breathing
23.44000005722046,9765921,breathing
23.480000019073486,9821660,breathing
23.519999980926514,9930729,breathing
23.55999994277954,9896745,breathing
23.59999990463257,9962040,breathing
23.640000104904175,10017060,breathing
23.680000066757202,10016298,breathing
23.72000002861023,10090297,breathing
23.759999990463257,10083625,breathing
23.799999952316284,10089981,breathing
23.83999991416931,10016476,breathing
23.880000114440918,10082353,breathing
23.920000076293945,10149407,breathing
23.960000038146973,10150684,breathing
24.0,10133574,breathing
24.039999961853027,10155250,breathing
24.079999923706055,10214650,breathing
24.119999885559082,10272316,breathing
24.16000008583069,10262764,breathing
24.200000047683716,10214984,breathing
24.240000009536743,10216441,breathing
24.27999997138977,10279429,breathing
24.319999933242798,10268109,breathing
24.359999895095825,10272279,breathing
24.40000009536743,10278895,breathing
24.44000005722046,10288163,breathing
24.480000019073486,10284501,breathing
24.519999980926514,10286847,breathing
24.55999994277954,10289978,breathing
24.59999990463257,10325213,breathing
24.640000104904175,10265064,breathing
24.680000066757202,10140646,breathing
24.72000002861023,10023949,breathing
24.759999990463257,10068754,breathing
24.799999952316284,10071061,breathing
24.83999991416931,9884459,breathing
24.880000114440918,9827336,breathing
24.920000076293945,9871132,breathing
25.960000038146973,9872957,breathing
25.0,9824330,breathing
25.039999961853027,9762310,breathing
25.079999923706055,9700343,breathing
25.119999885559082,9618701,breathing
25.16000008583069,9619409,breathing
25.200000047683716,9559328,breathing
25.240000009536743,9501984,breathing
25.27999997138977,9489151,breathing
25.319999933242798,9435877,breathing
25.359999895095825,9430232,breathing
25.40000009536743,9369818,breathing
25.44000005722046,9353445,breathing
25.480000019073486,9369882,breathing
25.519999980926514,9344258,breathing
25.55999994277954,9287985,breathing
25.59999990463257,9362425,breathing
25.640000104904175,9412646,breathing
25.680000066757202,9353235,breathing
25.72000002861023,9345241,breathing
25.759999990463257,9435641,breathing
25.799999952316284,9623309,breathing
25.83999991416931,9820975,breathing
25.880000114440918,9931493,breathing
25.920000076293945,9946098,breathing
25.960000038146973,9818663,breathing
26.0,9885468,breathing
26.039999961853027,9952248,breathing
26.079999923706055,10003443,breathing
26.119999885559082,9881579,breathing
26.16000008583069,9748787,breathing
26.200000047683716,9669186,breathing
26.240000009536743,9630262,breathing
26.27999997138977,9802542,breathing
26.319999933242798,9749559,breathing
26.359999895095825,9746484,breathing
26.40000009536743,10000845,breathing
26.44000005722046,10137155,breathing
26.480000019073486,10193932,breathing
26.519999980926514,10287656,breathing
26.55999994277954,10265295,breathing
26.59999990463257,10407923,breathing
26.640000104904175,10353179,breathing
26.680000066757202,10324758,breathing
26.72000002861023,10484698,breathing
26.759999990463257,10526179,breathing
26.799999952316284,10531327,breathing
26.83999991416931,10468856,breathing
26.880000114440918,10527200,breathing
26.920000076293945,10617389,breathing
26.960000038146973,10660872,breathing
27.0,10854349,breathing
27.039999961853027,10944812,breathing
27.079999923706055,10859071,breathing
27.119999885559082,10676241,breathing
27.16000008583069,10612975,breathing
27.200000047683716,10466093,breathing
27.240000009536743,10323961,breathing
27.27999997138977,10406673,breathing
27.319999933242798,10458613,breathing
27.359999895095825,10398537,breathing
27.40000009536743,10352615,breathing
27.44000005722046,10345282,breathing
27.480000019073486,10324994,breathing
27.519999980926514,10276371,breathing
27.55999994277954,10194706,breathing
27.59999990463257,10143437,breathing
27.640000104904175,10211630,breathing
27.680000066757202,10352876,breathing
27.72000002861023,10546962,breathing
27.759999990463257,10790680,breathing
27.799999952316284,10936349,breathing
27.83999991416931,11066676,breathing
27.880000114440918,11123002,breathing
27.920000076293945,11127336,breathing
27.960000038146973,11112256,breathing
28.0,11000368,breathing
28.039999961853027,10935779,breathing
28.079999923706055,10854620,breathing
28.119999885559082,10851306,breathing
28.16000008583069,10681655,breathing
28.200000047683716,10608885,breathing
28.240000009536743,10534712,breathing
28.27999997138977,10483228,breathing
28.319999933242798,10417721,breathing
28.359999895095825,10456102,breathing
28.40000009536743,10414071,breathing
28.44000005722046,10342690,breathing
28.480000019073486,10278686,breathing
28.519999980926514,10267171,breathing
28.55999994277954,10149862,breathing
28.59999990463257,10091013,breathing
28.640000104904175,10130218,breathing
28.680000066757202,10022902,breathing
28.72000002861023,9955864,breathing
28.759999990463257,10009805,breathing
28.799999952316284,9934399,breathing
28.83999991416931,9827535,breathing
28.880000114440918,9817637,breathing
28.920000076293945,9871597,breathing
29.960000038146973,9828920,breathing
29.0,9816797,breathing
29.039999961853027,9763106,breathing
29.079999923706055,9735155,breathing
29.119999885559082,9669908,breathing
29.16000008583069,9668365,breathing
29.200000047683716,9567015,breathing
29.240000009536743,9549520,breathing
29.27999997138977,9541434,breathing
29.319999933242798,9547776,breathing
29.359999895095825,9492470,breathing
29.40000009536743,9483015,breathing
29.44000005722046,9422335,breathing
29.480000019073486,9547056,breathing
29.519999980926514,9543952,breathing
29.55999994277954,9560094,breathing
29.59999990463257,9634122,breathing
29.640000104904175,9803273,breathing
29.680000066757202,9935079,breathing
29.72000002861023,9945643,breathing
29.759999990463257,10022604,breathing
29.799999952316284,10082807,breathing
29.83999991416931,10151219,breathing
29.880000114440918,10273083,breathing
29.920000076293945,10330402,breathing
30.960000038146973,10413817,breathing
30.0,10417724,breathing
30.039999961853027,10463710,breathing
30.079999923706055,10540532,breathing
30.119999885559082,10605289,breathing
30.16000008583069,10676991,breathing
30.200000047683716,10672389,breathing
30.240000009536743,10614260,breathing
30.27999997138977,10731804,breathing
30.319999933242798,10742254,breathing
30.359999895095825,10728189,breathing
30.40000009536743,10733581,breathing
30.44000005722046,10806252,breathing
30.480000019073486,10810346,breathing
30.519999980926514,10856909,breathing
30.55999994277954,10914819,breathing
30.59999990463257,10865483,breathing
30.640000104904175,10876692,breathing
30.680000066757202,10867231,breathing
30.72000002861023,10923822,breathing
30.759999990463257,10921959,breathing
30.799999952316284,10875364,breathing
30.83999991416931,10916922,breathing
30.880000114440918,10935060,breathing
30.920000076293945,10945509,breathing
30.960000038146973,10924812,breathing
31.0,10937403,breathing
31.039999961853027,10928669,breathing
31.079999923706055,10880003,breathing
31.119999885559082,10787281,breathing
31.16000008583069,10805739,breathing
31.200000047683716,10790197,breathing
31.240000009536743,10657001,breathing
31.27999997138977,10588232,breathing
31.319999933242798,10590497,breathing
31.359999895095825,10532367,breathing
31.40000009536743,10462442,breathing
31.44000005722046,10418712,breathing
31.480000019073486,10348593,breathing
31.519999980926514,10290200,breathing
31.55999994277954,10271811,breathing
31.59999990463257,10202339,breathing
31.640000104904175,10199614,breathing
31.680000066757202,10143287,breathing
31.72000002861023,10140384,breathing
31.759999990463257,10085438,breathing
31.799999952316284,10074116,breathing
31.83999991416931,10009377,breathing
31.880000114440918,9955312,breathing
31.920000076293945,9958947,breathing
31.960000038146973,9933076,breathing
32.0,9830130,breathing
32.03999996185303,9883621,breathing
32.079999923706055,9817094,breathing
32.11999988555908,9743844,breathing
32.16000008583069,9682408,breathing
32.200000047683716,9681900,breathing
32.24000000953674,9679934,breathing
32.27999997138977,9620180,breathing
32.3199999332428,9611765,breathing
32.359999895095825,9550139,breathing
32.40000009536743,9540846,breathing
32.44000005722046,9363456,breathing
32.480000019073486,9485812,breathing
32.519999980926514,9499888,breathing
32.55999994277954,9477678,breathing
32.59999990463257,9566792,breathing
32.640000104904175,9634271,breathing
32.6800000667572,9748022,breathing
32.72000002861023,9828631,breathing
32.75999999046326,9930197,breathing
32.799999952316284,10018336,breathing
32.83999991416931,10091589,breathing
32.88000011444092,10139698,breathing
32.920000076293945,10206691,breathing
33.96000003814697,10268911,breathing
33.0,10353686,breathing
33.03999996185303,10333225,breathing
33.079999923706055,10410312,breathing
33.11999988555908,10473205,breathing
33.16000008583069,10601226,breathing
33.200000047683716,10588638,breathing
33.24000000953674,10600979,breathing
33.27999997138977,10655244,breathing
33.3199999332428,10676962,breathing
33.359999895095825,10724156,breathing
33.40000009536743,10788062,breathing
33.44000005722046,10748399,breathing
33.480000019073486,10850609,breathing
33.519999980926514,10850370,breathing
33.55999994277954,10870788,breathing
33.59999990463257,10877717,breathing
33.640000104904175,10926835,breathing
33.6800000667572,10914581,breathing
33.72000002861023,10934599,breathing
33.75999999046326,10945541,breathing
33.799999952316284,10980323,breathing
33.83999991416931,10932197,breathing
33.88000011444092,10811101,breathing
33.920000076293945,10877176,breathing
34.96000003814697,10926054,breathing
34.0,10868798,breathing
34.03999996185303,10878438,breathing
34.079999923706055,10931176,breathing
34.11999988555908,10983209,breathing
34.16000008583069,10985477,breathing
34.200000047683716,10984231,breathing
34.24000000953674,10930695,breathing
34.27999997138977,10863352,breathing
34.3199999332428,10814742,breathing
34.359999895095825,10783511,breathing
34.40000009536743,10666482,breathing
34.44000005722046,10548973,breathing
34.480000019073486,10522327,breathing
34.519999980926514,10409969,breathing
34.55999994277954,10355494,breathing
34.59999990463257,10287894,breathing
34.640000104904175,10208785,breathing
34.6800000667572,10199531,breathing
34.72000002861023,10127099,breathing
34.75999999046326,10062548,breathing
34.799999952316284,9882908,breathing
34.83999991416931,9933846,breathing
34.88000011444092,9824802,breathing
34.920000076293945,9752390,breathing
35.96000003814697,9746953,breathing
35.0,9692918,breathing
35.03999996185303,9740086,breathing
35.079999923706055,9629167,breathing
